0.0,0.016,0.002,4.2,8.2,pecan shortbread cookies,0.3,76.0,0.0,0.3,4.6,0.7,pecan shortbread cookies
0.1,0.051,0.1,9.3,17.2,oatmeal cookies,0.6,113.0,6.2,0.7,4.5,1.6,oatmeal cookies
0.0,0.038,0.8,34.7,81.1,chocolate wafers,4.5,485.0,33.2,3.8,15.9,7.4,chocolate wafers
0.0,0.045,0.3,38.4,58.9,vanilla wafers low fat,1.9,353.0,30.0,1.5,12.2,4.0,vanilla wafers low fat
0.0,0.046,0.058,9.6,18.7,chocolate chip cookies mcdonalds,1.1,136.0,9.6,0.6,6.4,1.6,chocolate chip cookies mcdonalds
0.0,0.0,0.012,5.4,5.4,gingersnap cookies,0.4,29.0,1.4,0.2,0.7,0.4,gingersnap cookies
0.0,0.0,0.0,0.0,0.8,biscotti abbracci mulino bianco,0.0,54.0,0.051,0.0,2.6,0.4,biscotti abbracci mulino bianco
0.052,0.093,0.047,0.036,9.3,chocolate chip cookie,0.049,63.0,5.3,0.3,2.8,0.5,chocolate chip cookie
0.0,0.046,0.2,17.4,38.3,brownie,1.4,243.0,22.0,1.3,9.8,2.9,brownie
0.0,0.05,0.097,2.8,5.2,shortbread cookies,0.2,40.0,1.2,0.1,1.9,0.5,shortbread cookies
0.078,0.069,0.022,15.0,10.3,oatmeal cookies with raisins,0.4,65.0,0.0,0.0,2.4,1.0,oatmeal cookies with raisins
0.093,0.038,0.098,7.4,9.2,peanut butter sandwich cookies,0.4,67.0,5.0,0.3,3.0,1.2,peanut butter sandwich cookies
0.091,0.028,0.007,3.2,10.2,sugar cookies,0.3,72.0,5.7,0.1,3.2,0.8,sugar cookies
0.0,0.019,0.067,8.1,9.3,chocolate covered graham crackers,0.5,68.0,5.8,0.4,3.2,0.8,chocolate covered graham crackers
0.1,0.074,0.077,6.9,10.2,raisin cookies,0.3,60.0,7.1,0.2,2.0,0.6,raisin cookies
0.0,0.067,0.045,1.5,4.3,vanilla wafers,0.1,28.0,0.0,0.1,1.2,0.3,vanilla wafers
0.0,0.013,0.4,20.2,64.5,graham crackers,3.1,355.0,26.1,2.4,8.5,5.8,graham crackers
0.032,0.092,0.1,7.8,11.8,peanut butter cookies,0.4,95.0,0.0,0.0,4.8,1.8,peanut butter cookies
0.0,0.036,0.044,4.1,10.8,vanilla sandwich cookie,0.3,72.0,5.9,0.2,3.0,0.7,vanilla sandwich cookie
0.0,0.069,0.06,2.7,7.1,sugar wafers with creme filling,0.4,51.0,4.3,0.2,2.3,0.4,sugar wafers with creme filling
0.0,0.039,0.3,20.0,18.6,cheese puffs,0.7,197.0,1.1,0.6,12.8,2.1,cheese puffs
0.062,0.075,0.067,0.059,2.2,saltine crackers,0.025,13.0,0.063,0.022,0.3,0.3,saltine crackers
0.4,0.002,0.014,23.4,13.5,trail mix,0.9,139.0,0.0,0.0,8.8,4.1,trail mix
0.0,0.079,0.3,0.8,17.8,corn cones,0.7,144.0,0.0,0.3,7.6,1.6,corn cones
0.076,0.094,0.037,8.1,7.8,chocolate pretzels,0.2,50.0,0.0,0.0,1.8,0.8,chocolate pretzels
0.0,0.041,0.001,11.4,8.9,french toast sticks,0.4,73.0,2.1,0.3,3.8,1.3,french toast sticks
0.087,0.081,0.1,0.036,9.8,crackers,0.011,82.0,1.3,0.4,4.2,1.1,crackers
0.0,0.006,0.09,17.0,4.7,sesame sticks,0.055,54.0,0.084,0.3,3.7,1.1,sesame sticks
0.009,0.039,0.065,0.026,4.2,cheese crackers,0.032,34.0,0.3,0.2,1.6,0.8,cheese crackers
0.037,0.038,0.1,15.3,14.6,oriental rice cracker mix,0.7,143.0,0.8,3.7,7.2,4.9,oriental rice cracker mix
0.0,0.022,0.2,5.5,17.1,breadsticks,1.1,103.0,0.3,0.8,2.4,3.0,breadsticks
0.017,0.056,0.095,18.9,7.7,milk crackers,0.4,50.0,1.8,0.2,1.7,0.8,milk crackers
0.0,0.088,0.002,6.4,22.1,matzo crackers whole wheat,1.3,98.0,0.0,3.3,0.4,3.7,matzo crackers whole wheat
0.07,0.041,0.057,11.2,22.0,matzo crackers with egg,0.8,109.0,0.0,0.8,0.6,3.4,matzo crackers with egg
0.086,0.013,0.067,0.015,3.3,granola bites,0.074,23.0,1.5,0.3,0.9,0.4,granola bites
0.0,0.068,0.2,10.1,19.5,crackers whole wheat,0.9,120.0,0.3,2.9,4.0,3.0,crackers whole wheat
10.6,0.099,0.1,79.8,91.8,tropical trail mix,3.7,619.0,0.0,0.0,23.9,8.8,tropical trail mix
0.0,0.079,0.9,26.5,79.8,soft pretzels,4.5,389.0,0.3,2.0,3.6,9.4,soft pretzels
0.0,0.0,0.084,9.3,7.9,corn tostada shell,0.2,58.0,0.0,0.7,2.9,0.8,corn tostada shell
0.0,0.077,0.0,3.6,23.4,matzo crackers,0.9,111.0,0.098,0.8,0.4,2.8,matzo crackers
0.0,0.051,0.027,11.5,0.9,sesame crunch,0.019,9.0,0.6,0.1,0.6,0.2,sesame crunch
1.9,0.01,0.2,159.1,65.6,trail mix with chocolate chips,4.9,707.0,0.0,0.0,46.6,20.7,trail mix with chocolate chips
0.0,0.2,0.078,26.5,93.0,cracker meal,5.3,440.0,0.4,3.0,2.0,10.7,cracker meal
0.0,0.093,0.053,2.3,34.1,puffed rice,12.0,153.0,0.0,0.6,0.2,2.4,puffed rice
0.0,0.0,0.0,0.0,0.5,filinchen gutena,0.0,19.0,0.028,0.0,0.2,0.4,filinchen gutena
0.0,0.055,0.2,27.9,23.0,melba toast crackers,1.1,117.0,0.3,1.9,1.0,3.6,melba toast crackers
0.026,0.069,0.052,10.1,21.6,matzo crackers with egg onion,1.2,109.0,0.0,1.4,1.1,2.8,matzo crackers with egg onion
0.0,0.0,0.2,2.5,20.3,cornnuts,0.5,126.0,0.2,2.0,4.4,2.4,cornnuts
0.0,0.2,0.4,42.0,116.1,bagel chips,8.8,789.0,10.5,7.2,26.5,21.6,bagel chips
0.084,0.1,0.4,0.01,24.1,pretzels,0.08,115.0,0.7,1.0,0.9,3.0,pretzels
42.0,0.002,0.072,25.6,37.2,potato raw,1.7,164.0,1.7,4.7,0.2,4.3,potato raw
0.0,0.0,0.0,0.0,4.0,gatto di patate home made,0.0,202.0,3.6,0.0,9.4,0.0,gatto di patate home made
0.5,0.1,0.097,0.057,36.6,baked potato,0.2,161.0,2.0,3.8,0.2,4.3,baked potato
17.0,0.043,0.2,6.5,19.2,potato sticks,0.8,188.0,0.006,1.2,12.4,2.4,potato sticks
7.8,0.082,0.035,3.0,12.1,potato cooked,0.2,52.0,0.5,1.2,0.006,1.1,potato cooked
0.0,0.0,0.0,0.0,0.0,vivaldi potatoes sainsburys,0.0,23.0,0.0,0.0,0.1,0.0,vivaldi potatoes sainsburys
0.0,0.0,0.9,0.0,13.4,potato ham chowder soup,1.7,192.0,0.0,1.4,12.5,6.5,potato ham chowder soup
21.0,0.056,0.068,48.0,66.7,russet potato raw,3.2,292.0,2.3,4.8,0.3,7.9,russet potato raw
24.8,0.061,0.084,53.8,64.1,russet potato baked,3.2,290.0,3.2,6.9,0.4,7.9,russet potato baked
1.5,0.019,0.056,0.8,2.2,french fries,0.076,13.0,0.088,0.2,0.4,0.2,french fries
26.0,0.018,0.8,139.7,26.4,potato scalloped,1.4,216.0,0.0,4.7,9.0,7.0,potato scalloped
0.8,0.063,0.058,0.9,1.9,cottage fries,0.025,11.0,0.019,0.2,0.4,0.2,cottage fries
0.0,0.013,0.7,43.6,35.5,mashed potatoes,0.8,215.0,1.2,3.1,6.8,4.0,mashed potatoes
12.6,0.023,0.7,50.4,35.3,mashed potato with milk and butter,0.5,237.0,3.0,3.2,8.9,3.9,mashed potato with milk and butter
18.3,0.026,0.02,21.3,33.9,red potato raw,1.6,149.0,2.7,3.6,0.3,4.0,red potato raw
6.1,0.096,0.2,7.0,6.1,potato pancake,0.4,59.0,0.4,0.7,3.2,1.3,potato pancake
8.1,0.019,0.6,17.9,35.5,potato puffs,0.8,243.0,0.3,3.2,11.0,2.6,potato puffs
0.2,0.097,0.037,0.075,16.7,red potato baked,0.1,74.0,1.2,1.5,0.1,2.0,red potato baked
22.8,0.011,0.7,117.0,29.7,potatoes canned,2.2,132.0,0.0,4.2,0.3,3.6,potatoes canned
4.3,0.031,0.053,11.4,4.7,potato skin raw,1.2,22.0,0.0,1.0,0.099,1.0,potato skin raw
0.3,0.004,0.055,0.3,0.7,shoestring french fries,0.052,4.0,0.062,0.099,0.1,0.099,shoestring french fries
0.068,0.023,0.3,0.069,15.3,hash brown potato,0.004,144.0,0.3,1.4,9.0,1.4,hash brown potato
0.0,0.0,0.0,0.0,0.0,baked chips lays,0.0,130.0,0.0,0.0,2.0,0.0,baked chips lays
0.073,0.062,0.2,0.068,17.2,corn chips,0.021,162.0,0.031,1.2,10.0,1.9,corn chips
1.6,0.036,0.2,36.2,18.5,nacho cheese tortilla chips low fat,1.4,90.0,0.8,1.8,1.0,2.4,nacho cheese tortilla chips low fat
3.4,0.014,1.5,259.4,111.3,corn chips barbecue,3.0,1036.0,0.0,10.3,64.7,13.9,corn chips barbecue
1.8,0.028,0.024,109.1,50.5,corn chips unsalted,1.5,490.0,1.2,3.9,29.4,5.8,corn chips unsalted
21.1,0.1,1.5,79.5,190.1,potato chips fat free,8.1,860.0,8.4,17.0,1.4,21.9,potato chips fat free
0.0,0.0,0.0,0.0,2.1,sweet chilli kettle baked chips,0.0,99.0,0.4,0.0,2.2,2.0,sweet chilli kettle baked chips
0.1,0.067,0.022,1.4,1.6,taro chips,0.008,11.0,0.04,0.2,0.6,0.049,taro chips
43.7,0.028,0.8,35.7,113.7,potato chips reduced fat,2.3,801.0,0.4,10.0,35.4,12.1,potato chips reduced fat
0.5,0.01,0.3,8.7,19.5,onion snacks,1.1,150.0,1.4,1.2,6.8,2.3,onion snacks
92.0,0.0,0.8,122.4,98.1,potato chips cheese,3.1,843.0,0.0,8.8,46.2,14.5,potato chips cheese
0.0,0.0,0.041,0.9,1.2,yuca cassava chips,0.099,9.0,0.006,0.002,0.4,0.054,yuca cassava chips
0.095,0.052,0.1,45.0,22.6,tortilla chips low fat,0.5,117.0,0.2,1.5,1.6,3.1,tortilla chips low fat
0.0,0.0,1.0,265.3,124.2,ranch flavor tortilla chips,2.7,992.0,6.0,7.9,48.8,14.2,ranch flavor tortilla chips
9.3,0.045,0.021,7.2,15.9,potato chips,0.5,161.0,0.007,1.4,10.4,2.1,potato chips
0.092,0.006,0.077,0.014,20.3,tortilla chips,0.2,142.0,0.2,1.6,6.2,2.1,tortilla chips
0.0,0.088,0.05,16.5,15.9,sweet potato chips,0.6,149.0,2.5,2.5,9.1,0.8,sweet potato chips
0.038,0.023,0.2,0.002,18.2,nacho cheese tortilla chips,0.071,156.0,0.8,1.5,8.2,2.2,nacho cheese tortilla chips
1.4,0.002,0.3,14.7,17.1,vegetable chips,0.4,134.0,1.1,1.3,6.6,1.5,vegetable chips
2.0,0.022,1.8,351.9,143.2,taco flavor tortilla chips,4.6,1090.0,0.0,12.0,54.9,17.9,taco flavor tortilla chips
67.1,0.2,1.3,99.0,104.5,potato chips barbecue,3.8,970.0,14.0,8.7,64.2,15.2,potato chips barbecue
0.039,0.2,0.3,0.051,20.5,pita chips,0.065,137.0,1.4,1.1,4.6,3.5,pita chips
73.9,0.1,1.1,142.6,102.0,potato chips sour cream and onion,3.2,1051.0,0.0,10.3,67.1,16.0,potato chips sour cream and onion
16.7,0.094,49.4,354.2,53.6,adobo fresco,9.2,780.0,5.8,3.7,60.2,5.8,adobo fresco
4.5,0.093,0.003,1.4,0.6,chili pepper sauce red,0.051,3.0,0.4,0.1,0.089,0.1,chili pepper sauce red
0.0,0.0,0.2,8.2,1.0,creamy ranch sauce mcdonalds,0.039,132.0,1.0,0.0,14.7,0.3,creamy ranch sauce mcdonalds
0.7,0.038,0.2,2.7,4.5,catsup,0.073,19.0,3.7,0.053,0.066,0.2,catsup
10.2,0.07,0.03,0.8,0.8,chili pepper sauce green,0.023,3.0,0.4,0.3,0.032,0.1,chili pepper sauce green
0.053,0.0,0.092,0.9,0.011,red wine vinegar,0.049,3.0,0.0,0.0,0.0,0.055,red wine vinegar
